"flightairvehicleid","flightid","planeid"
"56788","42296","35"
"56789","42297","12"
"56790","42297","35"
"56791","42297","40"
"56792","42298","12"
"56793","42298","60"
"56794","42298","40"
"56795","42299","35"
"56796","42299","24"
"56797","42299","12"
"56798","42299","60"
"56799","42300","12"
"56800","42300","40"
"56801","42301","47"
"56802","42301","60"
"56803","42302","73"
"56804","42302","35"
"56805","42303","47"
"56806","42303","60"
"56807","42304","12"
"56808","42304","60"
"56809","42305","12"
"56810","42305","24"
"56811","42306","69"
"56812","42307","60"
"56813","42307","47"
"56814","42308","35"
"56815","42308","40"
"56816","42309","31"
"56817","42310","35"
"56818","42310","24"
"56819","42311","40"
"56820","42312","47"
"56821","42313","35"
"56822","42314","35"
"56823","42315","40"
"56824","42316","83"
"56825","42317","61"
"56826","42318","24"
"56827","42319","24"
"56828","42320","61"
"56829","42321","68"
"56830","42322","12"
"56831","42323","78"
"56832","42324","24"
"56833","42325","31"
"56834","42326","28"
"56835","42326","47"
"56836","42327","24"
"56837","42328","24"
"56838","42329","38"
"56839","42330","12"
"56840","42330","70"
"56841","42330","24"
"56842","42330","60"
"56843","42331","38"
"56844","42331","96"
"56845","42331","122"
"56846","42331","70"
"56847","42331","31"
"56848","42332","24"
"56849","42333","61"
"56850","42334","11"
"56851","42335","78"
"56852","42336","60"
"56853","42336","24"
"56854","42336","40"
"56855","42336","70"
"56856","42337","24"
"56857","42338","38"
"56858","42339","37"
"56859","42339","98"
"56860","42340","68"
"56861","42341","38"
"56862","42342","47"
"56863","42343","31"
"56864","42344","47"
"56865","42345","12"
"56866","42346","35"
"56867","42346","73"
"56868","42346","8"
"56869","42347","60"
"56870","42347","12"
"56871","42347","81"
"56872","42348","31"
"56873","42349","24"
"56874","42349","35"
"56875","42349","40"
"56876","42349","12"
"56877","42350","24"
"56878","42350","40"
"56879","42350","35"
"56880","42351","24"
"56881","42352","81"
"56882","42352","60"
"56883","42352","12"
"56884","42353","31"
"56885","42353","12"
"56886","42354","12"
"56887","42354","35"
"56888","42354","47"
"56889","42354","40"
"56890","42355","12"
"56891","42356","24"
"56892","42357","24"
"56893","42358","40"
"56894","42359","70"
"56895","42359","60"
"56896","42359","12"
"56897","42359","81"
"56898","42360","73"
"56899","42360","8"
"56900","42361","73"
"56901","42361","8"
"56902","42362","31"
"56903","42362","61"
"56904","42363","81"
"56905","42363","12"
"56906","42363","60"
"56907","42364","40"
"56908","42364","60"
"56909","42364","12"
"56910","42365","24"
"56911","42365","47"
"56912","42366","40"
"56913","42367","24"
"56914","42368","60"
"56915","42368","12"
"56916","42368","24"
"56917","42369","37"
"56918","42370","69"
"56919","42371","69"
"56920","42372","12"
"56921","42372","31"
"56922","42372","11"
"56923","42373","87"
"56924","42373","99"
"56925","42374","27"
"56926","42375","12"
"56927","42375","31"
"56928","42375","11"
"56929","42376","47"
"56930","42377","11"
"56931","42378","31"
"56932","42378","12"
"56933","42378","11"
"56934","42379","35"
"56935","42380","24"
"56936","42380","40"
"56937","42381","40"
"56938","42382","40"
"56939","42383","40"
"56940","42384","98"
"56941","42385","38"
"56942","42386","73"
"56943","42387","87"
"56944","42387","98"
"56945","42388","70"
"56946","42388","81"
"56947","42388","60"
"56948","42389","31"
"56949","42390","60"
"56950","42390","35"
"56951","42390","24"
"56952","42390","12"
"56953","42391","35"
"56954","42392","24"
"56955","42393","24"
"56956","42394","35"
"56957","42395","37"
"56958","42396","12"
"56959","42396","24"
"56960","42396","60"
"56961","42397","99"
"56962","42398","40"
"56963","42398","47"
"56964","42399","28"
"56965","42399","47"
"56966","42400","12"
"56967","42401","24"
"56968","42402","31"
"56969","42402","38"
"56970","42403","24"
"56971","42404","35"
"56972","42405","40"
"56973","42405","12"
"56974","42406","24"
"56975","42406","12"
"56976","42407","40"
"56977","42407","47"
"56978","42407","24"
"56979","42408","40"
"56980","42409","35"
"56981","42410","24"
"56982","42411","24"
"56983","42411","12"
"56984","42412","73"
"56985","42413","60"
"56986","42414","47"
"56987","42415","24"
"56988","42416","35"
"56989","42416","40"
"56990","42417","68"
"56991","42418","152"
"56992","42419","70"
"56993","42420","152"
"56994","42421","40"
"56995","42421","24"
"56996","42422","24"
"56997","42423","12"
"56998","42424","152"
"56999","42425","38"
"57000","42425","70"
"57001","42426","61"
"57002","42427","37"
"57003","42427","158"
"57004","42428","24"
"57005","42429","38"
"57006","42430","37"
"57007","42431","37"
"57008","42431","38"
"57009","42432","12"
"57010","42432","24"
"57011","42433","38"
"57012","42434","38"
"57013","42435","98"
"57014","42436","38"
"57015","42436","47"
"57016","42437","96"
"57017","42438","68"
"57018","42439","98"
"57019","42440","37"
"57020","42441","47"
"57021","42441","24"
"57022","42441","40"
"57023","42442","37"
"57024","42443","24"
"57025","42444","73"
"57026","42444","8"
"57027","42445","38"
"57028","42446","78"
"57029","42446","38"
"57030","42447","37"
"57031","42447","69"
"57032","42448","37"
"57033","42449","31"
"57034","42449","68"
"57035","42449","47"
"57036","42449","70"
"57037","42449","122"
"57038","42450","69"
"57039","42450","61"
"57040","42451","60"
"57041","42451","47"
"57042","42452","69"
"57043","42453","31"
"57044","42454","35"
"57045","42455","78"
"57046","42456","73"
"57047","42457","69"
"57048","42458","87"
"57049","42459","31"
"57050","42459","12"
"57051","42459","11"
"57052","42460","38"
"57053","42461","12"
"57054","42461","40"
"57055","42462","60"
"57056","42463","69"
"57057","42463","37"
"57058","42464","38"
"57059","42465","98"
"57060","42465","38"
"57061","42465","37"
"57062","42466","38"
"57063","42467","40"
"57064","42467","24"
"57065","42468","98"
"57066","42469","69"
"57067","42470","38"
"57068","42471","24"
"57069","42472","98"
"57070","42473","98"
"57071","42474","38"
"57072","42475","38"
"57073","42476","70"
"57074","42477","38"
"57075","42478","38"
"57076","42479","38"
"57077","42480","69"
"57078","42481","99"
"57079","42482","24"
"57080","42482","47"
"57081","42483","24"
"57082","42483","40"
"57083","42484","24"
"57084","42485","12"
"57085","42485","60"
"57086","42485","24"
"57087","42486","73"
"57088","42486","35"
"57089","42487","73"
"57090","42488","24"
"57091","42489","24"
"57092","42490","60"
"57093","42490","47"
"57094","42490","40"
"57095","42491","60"
"57096","42492","70"
"57097","42492","83"
"57098","42492","47"
"57099","42493","31"
"57100","42494","40"
"57101","42494","47"
"57102","42495","60"
"57103","42495","83"
"57104","42496","40"
"57105","42497","24"
"57106","42497","40"
"57107","42497","60"
"57108","42497","70"
"57109","42498","24"
"57110","42499","47"
"57111","42500","40"
"57112","42501","40"
"57113","42502","24"
"57114","42503","60"
"57115","42503","24"
"57116","42504","24"
"57117","42505","60"
"57118","42506","47"
"57119","42507","60"
"57120","42508","60"
"57121","42509","24"
"57122","42510","24"
"57123","42511","28"
"57124","42512","81"
"57125","42512","60"
"57126","42512","47"
"57127","42513","103"
"57128","42514","47"
"57129","42514","24"
"57130","42515","73"
"57131","42516","12"
"57132","42516","95"
"57133","42516","11"
"57134","42517","69"
"57135","42517","37"
"57136","42518","47"
"57137","42519","12"
"57138","42520","47"
"57139","42521","98"
"57140","42522","24"
"57141","42523","47"
"57142","42523","61"
"57143","42524","38"
"57144","42525","47"
"57145","42526","47"
"57146","42527","12"
"57147","42528","47"
"57148","42529","11"
"57149","42530","38"
"57150","42531","24"
"57151","42532","37"
"57152","42532","98"
"57153","42532","38"
"57154","42533","47"
"57155","42534","47"
"57156","42535","31"
"57157","42536","38"
"57158","42537","40"
"57159","42537","35"
"57160","42538","40"
"57161","42539","28"
"57162","42540","73"
"57163","42541","31"
"57164","42541","38"
"57165","42542","60"
"57166","42542","12"
"57167","42543","73"
"57168","42543","8"
"57169","42544","40"
"57170","42544","35"
"57171","42545","24"
"57172","42545","40"
"57173","42546","60"
"57174","42547","47"
"57175","42548","31"
"57176","42549","98"
"57177","42550","37"
"57178","42550","98"
"57179","42551","69"
"57180","42552","38"
"57181","42553","37"
"57182","42554","35"
"57183","42555","47"
"57184","42556","24"
"57185","42557","68"
"57186","42558","68"
"57187","42558","98"
"57188","42559","68"
"57189","42560","68"
"57190","42561","98"
"57191","42562","98"
"57192","42563","47"
"57193","42563","12"
"57194","42563","60"
"57195","42564","12"
"57196","42565","47"
"57197","42566","31"
"57198","42567","81"
"57199","42567","12"
"57200","42567","60"
"57201","42568","31"
"57202","42568","12"
"57203","42569","60"
"57204","42570","38"
"57205","42571","38"
"57206","42572","47"
"57207","42572","24"
"57208","42573","47"
"57209","42574","24"
"57210","42574","40"
"57211","42575","60"
"57212","42575","81"
"57213","42576","31"
"57214","42577","61"
"57215","42578","61"
"57216","42579","61"
"57217","42579","68"
"57218","42580","61"
"57219","42581","31"
"57220","42582","31"
"57221","42582","61"
"57222","42583","38"
"57223","42584","103"
"57224","42585","31"
"57225","42586","98"
"57226","42586","38"
"57227","42587","40"
"57228","42587","35"
"57229","42588","152"
"57230","42589","47"
"57231","42590","47"
"57232","42590","24"
"57233","42590","12"
"57234","42591","60"
"57235","42592","24"
"57236","42593","60"
"57237","42593","24"
"57238","42594","24"
"57239","42595","70"
"57240","42596","27"
"57241","42597","35"
"57242","42598","24"
"57243","42599","47"
"57244","42600","38"
"57245","42601","24"
"57246","42601","60"
"57247","42601","47"
"57248","42601","12"
"57249","42602","31"
"57250","42602","12"
"57251","42603","11"
"57252","42604","38"
"57253","42605","38"
"57254","42606","38"
"57255","42607","69"
"57256","42608","99"
"57257","42609","63"
"57258","42610","63"
"57259","42611","63"
"57260","42612","63"
"57261","42613","63"
"57262","42614","63"
"57263","42615","63"
"57264","42616","63"
"57265","42617","63"
"57266","42618","63"
"57267","42619","63"
"57268","42620","63"
"57269","42621","63"
"57270","42622","63"
"57271","42623","63"
"57272","42624","63"
"57273","42625","63"
"57274","42626","63"
"57275","42627","63"
"57276","42628","63"
"57277","42629","63"
"57278","42630","63"
"57279","42631","63"
"57280","42632","63"
"57281","42633","63"
"57282","42634","63"
"57283","42635","63"
"57284","42636","63"
"57285","42637","63"
"57286","42638","63"
"57287","42639","63"
"57288","42640","63"
"57289","42641","63"
"57290","42642","63"
"57291","42643","11"
"57292","42644","11"
"57293","42645","12"
"57294","42645","11"
"57295","42646","12"
"57296","42647","12"
"57297","42648","11"
"57298","42649","11"
"57299","42650","11"
"57300","42651","12"
"57301","42652","12"
"57302","42652","11"
"57303","42653","11"
"57304","42654","11"
"57305","42655","11"
"57306","42656","11"
"57307","42657","11"
"57308","42658","11"
"57309","42659","12"
"57310","42659","11"
"57311","42660","11"
"57312","42661","12"
"57313","42661","11"
"57314","42662","12"
"57315","42663","12"
"57316","42664","12"
"57317","42665","11"
"57318","42666","12"
"57319","42667","11"
"57320","42668","12"
"57321","42668","11"
"57322","42669","12"
"57323","42670","11"
"57324","42671","12"
"57325","42672","12"
"57326","42672","11"
"57327","42673","12"
"57328","42674","11"
"57329","42675","12"
"57330","42676","11"
"57331","42677","11"
"57332","42678","12"
"57333","42679","12"
"57334","42679","11"
"57335","42680","12"
"57336","42681","11"
"57337","42682","12"
"57338","42683","12"
"57339","42684","12"
"57340","42684","11"
"57341","42685","11"
"57342","42685","12"
"57343","42686","12"
"57344","42686","11"
"57345","42687","11"
"57346","42687","12"
"57347","42688","11"
"57348","42689","11"
"57349","42690","11"
"57350","42690","12"
"57351","42691","11"
"57352","42692","11"
"57353","42693","11"
"57354","42694","11"
"57355","42695","12"
"57356","42696","12"
"57357","42697","12"
"57358","42698","11"
"57359","42698","12"
"57360","42699","11"
"57361","42700","12"
"57362","42700","11"
"57363","42701","12"
"57364","42702","11"
"57365","42703","11"
"57366","42704","12"
"57367","42705","11"
"57368","42706","11"
"57369","42706","12"
"57370","42706","31"
"57371","42707","12"
"57372","42708","11"
"57373","42708","12"
"57374","42709","12"
"57375","42710","12"
"57376","42711","31"
"57377","42711","12"
"57378","42711","11"
"57379","42712","12"
"57380","42713","11"
"57381","42714","11"
"57382","42715","12"
"57383","42715","11"
"57384","42716","12"
"57385","42716","11"
"57386","42717","11"
"57387","42718","11"
"57388","42719","11"
"57389","42720","11"
"57390","42721","11"
"57391","42721","12"
"57392","42722","12"
"57393","42723","12"
"57394","42723","11"
"57395","42724","12"
"57396","42725","11"
"57397","42726","11"
"57398","42726","12"
"57399","42727","12"
"57400","42727","11"
"57401","42727","31"
"57402","42728","11"
"57403","42729","12"
"57404","42730","11"
"57405","42731","12"
"57406","42732","11"
"57407","42733","11"
"57408","42734","12"
"57409","42734","31"
"57410","42735","11"
"57411","42736","11"
"57412","42737","12"
"57413","42738","12"
"57414","42739","12"
"57415","42740","12"
"57416","42740","11"
"57417","42741","12"
"57418","42741","11"
"57419","42742","11"
"57420","42743","12"
"57421","42744","12"
"57422","42744","11"
"57423","42745","11"
"57424","42746","12"
"57425","42746","11"
"57426","42747","12"
"57427","42747","11"
"57428","42748","11"
"57429","42749","12"
"57430","42750","31"
"57431","42750","12"
"57432","42751","11"
"57433","42752","11"
"57434","42753","12"
"57435","42754","11"
"57436","42755","11"
"57437","42755","31"
"57438","42756","11"
"57439","42757","11"
"57440","42758","12"
"57441","42759","12"
"57442","42760","12"
"57443","42761","12"
"57444","42762","11"
"57445","42763","12"
"57446","42764","12"
"57447","42765","11"
"57448","42766","11"
"57449","42767","11"
"57450","42768","12"
"57451","42769","11"
"57452","42770","12"
"57453","42770","11"
"57454","42771","12"
"57455","42771","11"
"57456","42772","12"
"57457","42773","11"
"57458","42774","11"
"57459","42775","12"
"57460","42776","11"
"57461","42776","12"
"57462","42777","11"
"57463","42777","12"
"57464","42778","11"
"57465","42779","12"
"57466","42780","12"
"57467","42780","11"
"57468","42781","11"
"57469","42782","12"
"57470","42783","11"
"57471","42784","12"
"57472","42785","11"
"57473","42786","11"
"57474","42787","11"
"57475","42788","11"
"57476","42789","12"
"57477","42790","12"
"57478","42791","11"
"57479","42792","12"
"57480","42793","31"
"57481","42793","12"
"57482","42794","12"
"57483","42795","12"
"57484","42796","11"
"57485","42797","11"
"57486","42798","12"
"57487","42799","12"
"57488","42799","11"
"57489","42800","31"
"57490","42800","12"
"57491","42800","11"
"57492","42801","11"
"57493","42801","12"
"57494","42802","12"
"57495","42803","12"
"57496","42804","12"
"57497","42805","31"
"57498","42805","12"
"57499","42806","12"
"57500","42807","12"
"57501","42808","11"
"57502","42809","11"
"57503","42810","11"
"57504","42811","11"
"57505","42812","12"
"57506","42813","11"
"57507","42814","12"
"57508","42814","11"
"57509","42815","11"
"57510","42816","12"
"57511","42817","12"
"57512","42817","11"
"57513","42818","12"
"57514","42819","11"
"57515","42820","11"
"57516","42821","12"
"57517","42822","12"
"57518","42822","11"
"57519","42823","12"
"57520","42824","12"
"57521","42825","12"
"57522","42826","12"
"57523","42827","12"
"57524","42828","12"
"57525","42829","11"
"57526","42830","12"
"57527","42830","11"
"57528","42831","11"
"57529","42832","11"
"57530","42833","11"
"57531","42834","12"
"57532","42835","12"
"57533","42836","11"
"57534","42836","12"
"57535","42837","11"
"57536","42838","12"
"57537","42838","11"
"57538","42839","11"
"57539","42840","12"
"57540","42841","12"
"57541","42842","11"
"57542","42842","12"
"57543","42843","12"
"57544","42844","11"
"57545","42845","11"
"57546","42846","11"
"57547","42847","11"
"57548","42848","12"
"57549","42849","12"
"57550","42850","12"
"57551","42851","11"
"57552","42852","11"
"57553","42853","12"
"57554","42854","12"
"57555","42855","12"
"57556","42856","12"
"57557","42856","11"
"57558","42857","12"
"57559","42857","11"
"57560","42858","12"
"57561","42858","11"
"57562","42859","11"
"57563","42860","11"
"57564","42861","11"
"57565","42862","11"
"57566","42863","12"
"57567","42863","11"
"57568","42864","11"
"57569","42865","11"
"57570","42865","12"
"57571","42866","11"
"57572","42867","11"
"57573","42868","12"
"57574","42868","11"
"57575","42869","11"
"57576","42870","12"
"57577","42870","11"
"57578","42871","11"
"57579","42872","12"
"57580","42873","31"
"57581","42873","12"
"57582","42874","31"
"57583","42874","12"
"57584","42875","11"
"57585","42876","11"
"57586","42877","12"
"57587","42878","11"
"57588","42879","11"
"57589","42880","12"
"57590","42881","11"
"57591","42882","11"
"57592","42883","11"
"57593","42884","11"
"57594","42885","27"
"57595","42886","27"
"57596","42886","12"
"57597","42887","27"
"57598","42888","12"
"57599","42888","27"
"57600","42889","27"
"57601","42890","12"
"57602","42891","27"
"57603","42892","12"
"57604","42893","12"
"57605","42894","27"
"57606","42895","12"
"57607","42896","27"
"57608","42896","12"
"57609","42897","27"
"57610","42898","68"
"57611","42899","12"
"57612","42899","27"
"57613","42900","68"
"57614","42901","27"
"57615","42902","27"
"57616","42903","68"
"57617","42904","68"
"57618","42904","12"
"57619","42905","68"
"57620","42906","12"
"57621","42907","12"
"57622","42907","27"
"57623","42908","27"
"57624","42908","12"
"57625","42909","12"
"57626","42909","27"
"57627","42910","27"
"57628","42910","12"
"57629","42911","27"
"57630","42912","12"
"57631","42913","27"
"57632","42914","12"
"57633","42915","12"
"57634","42916","68"
"57635","42916","12"
"57636","42917","27"
"57637","42917","12"
"57638","42918","12"
"57639","42919","12"
"57640","42919","27"
"57641","42919","68"
"57642","42920","12"
"57643","42921","68"
"57644","42922","27"
"57645","42923","12"
"57646","42923","27"
"57647","42923","68"
"57648","42924","12"
"57649","42925","12"
"57650","42926","12"
"57651","42927","12"
"57652","42928","27"
"57653","42929","12"
"57654","42929","27"
"57655","42930","12"
"57656","42931","27"
"57657","42932","27"
"57658","42932","12"
"57659","42933","12"
"57660","42934","68"
"57661","42935","12"
"57662","42935","27"
"57663","42936","12"
"57664","42937","12"
"57665","42937","68"
"57666","42938","27"
"57667","42939","68"
"57668","42940","68"
"57669","42941","12"
"57670","42941","68"
"57671","42942","27"
"57672","42943","27"
"57673","42944","27"
"57674","42945","27"
"57675","42946","27"
"57676","42947","27"
"57677","42948","27"
"57678","42949","12"
"57679","42950","12"
"57680","42951","12"
"57681","42952","12"
"57682","42953","12"
"57683","42954","12"
"57684","42955","12"
"57685","42956","12"
"57686","42957","12"
"57687","42958","12"
"57688","42959","12"
"57689","42960","12"
"57690","42961","12"
"57691","42962","12"
"57692","42963","12"
"57693","42964","12"
"57694","42965","28"
"57695","42966","47"
"57696","42967","47"
"57697","42968","49"
"57698","42969","49"
"57699","42970","47"
"57700","42971","47"
"57701","42972","47"
"57702","42973","28"
"57703","42974","49"
"57704","42975","47"
"57705","42976","47"
"57706","42977","49"
"57707","42977","28"
"57708","42978","49"
"57709","42979","49"
"57710","42980","28"
"57711","42981","47"
"57712","42982","49"
"57713","42983","49"
"57714","42984","49"
"57715","42985","49"
"57716","42986","49"
"57717","42987","49"
"57718","42988","28"
"57719","42988","49"
"57720","42989","28"
"57721","42990","49"
"57722","42991","47"
"57723","42992","49"
"57724","42993","49"
"57725","42994","49"
"57726","42995","28"
"57727","42996","49"
"57728","42997","28"
"57729","42998","49"
"57730","42998","28"
"57731","42999","28"
"57732","43000","49"
"57733","43001","28"
"57734","43001","49"
"57735","43002","49"
"57736","43003","49"
"57737","43004","28"
"57738","43005","47"
"57739","43006","49"
"57740","43007","49"
"57741","43008","28"
"57742","43009","49"
"57743","43010","47"
"57744","43011","47"
"57745","43012","47"
"57746","43013","47"
"57747","43014","47"
"57748","43015","47"
"57749","43016","28"
"57750","43017","28"
"57751","43018","28"
"57752","43019","49"
"57753","43020","49"
"57754","43021","49"
"57755","43022","28"
"57756","43023","28"
"57757","43024","49"
"57758","43025","62"
"57759","43025","21"
"57760","43026","21"
"57761","43027","21"
"57762","43028","62"
"57763","43029","21"
"57764","43030","62"
"57765","43031","62"
"57766","43032","21"
"57767","43033","18"
"57768","43034","18"
"57769","43035","21"
"57770","43036","21"
"57771","43037","21"
"57772","43038","62"
"57773","43039","62"
"57774","43039","21"
"57775","43040","21"
"57776","43041","62"
"57777","43042","21"
"57778","43043","62"
"57779","43044","21"
"57780","43045","18"
"57781","43046","21"
"57782","43047","62"
"57783","43048","62"
"57784","43049","62"
"57785","43050","21"
"57786","43051","21"
"57787","43052","21"
"57788","43053","21"
"57789","43054","18"
"57790","43055","62"
"57791","43056","62"
"57792","43057","21"
"57793","43058","21"
"57794","43059","21"
"57795","43060","62"
"57796","43061","21"
"57797","43062","21"
"57798","43063","21"
"57799","43063","62"
"57800","43064","21"
"57801","43065","21"
"57802","43066","21"
"57803","43067","21"
"57804","43068","21"
"57805","43069","21"
"57806","43070","21"
"57807","43071","27"
"57808","43072","27"
"57809","43073","27"
"57810","43074","27"
"57811","43075","27"
"57812","43076","27"
"57813","43077","27"
"57814","43078","27"
"57815","43079","27"
"57816","43080","27"
"57817","43081","27"
"57818","43082","27"
"57819","43083","27"
"57820","43084","27"
"57821","43085","27"
"57822","43086","27"
"57823","43087","27"
"57824","43088","27"
"57825","43089","27"
"57826","43090","27"
"57827","43091","27"
"57828","43092","27"
"57829","43093","11"
"57830","43093","31"
"57831","43093","12"
"57832","43094","12"
"57833","43094","11"
"57834","43095","11"
"57835","43095","12"
"57836","43096","31"
"57837","43096","12"
"57838","43097","11"
"57839","43098","31"
"57840","43099","11"
"57841","43100","12"
"57842","43100","31"
"57843","43101","31"
"57844","43101","12"
"57845","43101","11"
"57846","43102","31"
"57847","43102","11"
"57848","43102","12"
"57849","43103","12"
"57850","43103","11"
"57851","43104","11"
"57852","43105","31"
"57853","43105","12"
"57854","43106","12"
"57855","43106","11"
"57856","43107","11"
"57857","43107","12"
"57858","43108","31"
"57859","43108","12"
"57860","43109","11"
"57861","43110","31"
"57862","43111","11"
"57863","43112","12"
"57864","43112","31"
"57865","43113","31"
"57866","43113","12"
"57867","43113","11"
"57868","43114","31"
"57869","43114","11"
"57870","43114","12"
"57871","43115","11"
"57872","43115","12"
"57873","43116","11"
"57874","43117","12"
"57875","43118","12"
"57876","43119","12"
"57877","43119","11"
"57878","43120","31"
"57879","43121","11"
"57880","43121","12"
"57881","43121","31"
"57882","43122","31"
"57883","43122","12"
"57884","43122","11"
"57885","43123","31"
"57886","43124","12"
"57887","43124","31"
"57888","43124","11"
"57889","43125","12"
"57890","43126","31"
"57891","43127","31"
"57892","43127","12"
"57893","43127","11"
"57894","43128","11"
"57895","43129","11"
"57896","43129","12"
"57897","43129","31"
"57898","43130","12"
"57899","43130","11"
"57900","43131","12"
"57901","43132","11"
"57902","43132","31"
"57903","43133","12"
"57904","43134","12"
"57905","43135","12"
"57906","43135","11"
"57907","43136","31"
"57908","43137","11"
"57909","43137","12"
"57910","43137","31"
"57911","43138","31"
"57912","43138","12"
"57913","43138","11"
"57914","43139","31"
"57915","43140","31"
"57916","43140","12"
"57917","43140","11"
"57918","43141","12"
"57919","43142","31"
"57920","43143","31"
"57921","43143","12"
"57922","43143","11"
"57923","43144","11"
"57924","43145","31"
"57925","43145","11"
"57926","43145","12"
"57927","43146","12"
"57928","43146","11"
"57929","43147","12"
"57930","43148","11"
"57931","43148","31"
"57932","43149","53"
"57933","43149","35"
"57934","43150","53"
"57935","43150","35"
"57936","43151","35"
"57937","43152","35"
"57938","43153","35"
"57939","43154","53"
"57940","43154","35"
"57941","43155","53"
"57942","43155","35"
"57943","43156","35"
"57944","43157","35"
"57945","43158","35"
"57946","43159","12"
"57947","43160","15"
"57948","43161","12"
"57949","43162","12"
"57950","43162","38"
"57951","43163","20"
"57952","43163","46"
"57953","43164","70"
"57954","43164","83"
"57955","43164","12"
"57956","43164","38"
"57957","43165","12"
"57958","43165","43"
"57959","43166","12"
"57960","43167","12"
"57961","43168","20"
"57962","43168","46"
"57963","43169","70"
"57964","43170","46"
"57965","43171","46"
"57966","43172","46"
"57967","43172","20"
"57968","43173","70"
"57969","43173","83"
"57970","43174","83"
"57971","43174","12"
"57972","43175","12"
"57973","43175","38"
"57974","43175","70"
"57975","43175","83"
"57976","43176","12"
"57977","43177","21"
"57978","43177","20"
"57979","43178","21"
"57980","43178","20"
"57981","43179","38"
"57982","43179","70"
"57983","43180","21"
"57984","43180","20"
"57985","43181","12"
"57986","43182","70"
"57987","43183","21"
"57988","43183","20"
"57989","43184","20"
"57990","43185","38"
"57991","43186","38"
"57992","43186","70"
"57993","43187","12"
"57994","43187","70"
"57995","43187","38"
"57996","43188","20"
"57997","43188","46"
"57998","43189","70"
"57999","43189","78"
"58000","43190","38"
"58001","43190","12"
"58002","43190","70"
"58003","43191","12"
"58004","43191","38"
"58005","43192","20"
"58006","43192","46"
"58007","43192","21"
"58008","43193","46"
"58009","43194","12"
"58010","43195","46"
"58011","43196","46"
"58012","43197","43"
"58013","43197","12"
"58014","43198","20"
"58015","43198","46"
"58016","43199","12"
"58017","43200","53"
"58018","43201","12"
"58019","43201","38"
"58020","43202","47"
"58021","43203","61"
"58022","43204","20"
"58023","43204","46"
"58024","43205","46"
"58025","43206","20"
"58026","43206","46"
"58027","43207","83"
"58028","43207","70"
"58029","43207","12"
"58030","43207","38"
"58031","43208","12"
"58032","43209","49"
"58033","43210","66"
"58034","43211","12"
"58035","43212","61"
"58036","43213","66"
"58037","43214","66"
"58038","43215","53"
"58039","43216","12"
"58040","43216","43"
"58041","43217","46"
"58042","43218","12"
"58043","43219","21"
"58044","43219","20"
"58045","43220","46"
"58046","43220","20"
"58047","43221","20"
"58048","43221","21"
"58049","43222","21"
"58050","43222","20"
"58051","43223","12"
"58052","43224","20"
"58053","43225","20"
"58054","43226","20"
"58055","43227","12"
"58056","43228","20"
"58057","43228","21"
"58058","43229","20"
"58059","43230","21"
"58060","43231","12"
"58061","43232","20"
"58062","43233","12"
"58063","43233","43"
"58064","43233","20"
"58065","43234","12"
"58066","43235","49"
"58067","43236","12"
"58068","43237","12"
"58069","43238","21"
"58070","43238","20"
"58071","43239","12"
"58072","43239","43"
"58073","43240","53"
"58074","43241","78"
"58075","43242","11"
"58076","43243","11"
"58077","43243","47"
"58078","43244","53"
"58079","43244","13"
"58080","43245","20"
"58081","43245","46"
"58082","43246","46"
"58083","43247","70"
"58084","43248","46"
"58085","43248","20"
"58086","43249","46"
"58087","43250","21"
"58088","43250","20"
"58089","43251","46"
"58090","43252","21"
"58091","43252","20"
"58092","43253","38"
"58093","43254","12"
"58094","43255","20"
"58095","43255","21"
"58096","43256","20"
"58097","43257","46"
"58098","43258","49"
"58099","43258","13"
"58100","43259","46"
"58101","43259","20"
"58102","43260","13"
"58103","43261","83"
"58104","43261","70"
"58105","43262","11"
"58106","43263","11"
"58107","43264","83"
"58108","43265","12"
"58109","43266","12"
"58110","43266","11"
"58111","43266","47"
"58112","43267","61"
"58113","43268","99"
"58114","43269","38"
"58115","43270","37"
"58116","43271","13"
"58117","43272","83"
"58118","43273","37"
"58119","43274","12"
"58120","43274","83"
"58121","43275","12"
"58122","43276","19"
"58123","43277","12"
"58124","43278","12"
"58125","43279","12"
"58126","43280","47"
"58127","43280","67"
"58128","43281","70"
"58129","43281","12"
"58130","43281","38"
"58131","43281","83"
"58132","43282","61"
"58133","43283","12"
"58134","43284","12"
"58135","43285","12"
"58136","43286","12"
"58137","43287","21"
"58138","43287","20"
"58139","43288","20"
"58140","43289","20"
"58141","43289","21"
"58142","43290","20"
"58143","43290","21"
"58144","43291","20"
"58145","43292","20"
"58146","43293","38"
"58147","43293","70"
"58148","43294","20"
"58149","43294","21"
"58150","43295","21"
"58151","43295","20"
"58152","43296","46"
"58153","43297","20"
"58154","43297","46"
"58155","43297","21"
"58156","43298","12"
"58157","43299","12"
"58158","43300","13"
"58159","43301","19"
"58160","43302","70"
"58161","43303","53"
"58162","43304","53"
"58163","43305","53"
"58164","43306","13"
"58165","43307","49"
"58166","43307","13"
"58167","43308","13"
"58168","43309","13"
"58169","43310","13"
"58170","43311","53"
"58171","43312","21"
"58172","43312","20"
"58173","43313","20"
"58174","43313","21"
"58175","43314","46"
"58176","43315","46"
"58177","43316","46"
"58178","43317","20"
"58179","43318","20"
"58180","43319","99"
"58181","43319","38"
"58182","43320","99"
"58183","43321","21"
"58184","43322","70"
"58185","43322","38"
